"U:0","U:1","U:2","Points:0","Points:1","Points:2"
4.9779,0.05167,0.016008,-37.579,-25.548,1.3346
4.978,0.039545,0.029959,-37.593,-26.57,2.4151
4.9806,0.027205,0.041783,-37.597,-27.606,3.5047
4.9865,0.017489,0.051325,-37.592,-28.631,4.556
4.9753,0.0045216,0.054406,-37.566,-29.519,5.5626
4.9948,0.038219,0.001419,-38.564,-23.564,0.40813
4.9949,0.032235,0.0074758,-38.633,-24.551,1.3484
4.9946,0.027032,0.015133,-38.622,-25.551,2.4506
4.9949,0.020744,0.021622,-38.619,-26.566,3.5216
4.9959,0.014471,0.026537,-38.626,-27.6,4.5561
4.9975,0.0088185,0.029546,-38.644,-28.648,5.5593
4.9934,0.0023586,0.032847,-38.585,-29.537,6.5409
4.9996,0.012061,0.00034093,-39.486,-22.581,0.47066
4.9996,0.010619,0.0021728,-39.532,-23.564,1.4473
4.9995,0.0094646,0.0044067,-39.517,-24.551,2.5082
4.9995,0.0078843,0.0062717,-39.51,-25.544,3.5537
4.9996,0.0060265,0.0077529,-39.51,-26.551,4.5703
4.9997,0.0043269,0.0087182,-39.518,-27.571,5.5627
4.9998,0.0025959,0.0090895,-39.536,-28.587,6.5409
4.9986,0.00054928,0.0097659,-39.494,-29.495,7.5125
4.3226,0.017029,0.042972,-31.561,-29.487,0.47049
4.6831,0.084471,0.031756,-32.548,-28.569,0.40819
4.6303,0.024753,0.13971,-32.548,-29.534,1.4469
4.7455,0.057777,0.034981,-33.535,-27.555,0.41408
4.7854,0.055461,0.082427,-33.537,-28.639,1.3481
4.7372,0.029152,0.12048,-33.537,-29.518,2.5075
4.8381,0.10046,0.016185,-34.525,-26.541,0.41673
4.8416,0.065299,0.056982,-34.531,-27.59,1.333
4.861,0.038382,0.095261,-34.533,-28.628,2.4477
4.8499,0.017411,0.14567,-34.529,-29.511,3.5522
4.9004,0.10733,0.0094748,-35.52,-25.54,0.41717
4.9046,0.082259,0.039425,-35.532,-26.561,1.3256
4.9025,0.051667,0.065949,-35.541,-27.604,2.405
4.9267,0.03057,0.096874,-35.538,-28.622,3.5144
4.9142,0.0096937,0.11585,-35.528,-29.509,4.568
4.9514,0.093014,0.0052137,-36.526,-24.549,0.41661
4.9499,0.077239,0.025448,-36.547,-25.551,1.3254
4.9502,0.058694,0.046045,-36.563,-26.577,2.3871
4.9553,0.038583,0.064751,-36.567,-27.61,3.4823
4.9675,0.02442,0.07867,-36.557,-28.623,4.5465
4.9522,0.0075855,0.089484,-36.541,-29.511,5.5604
4.9813,0.06947,0.0028931,-37.544,-23.564,0.41388
4.9805,0.060467,0.014992,-37.58,-24.554,1.3324
4.9795,0.049662,0.027845,-37.594,-25.559,2.4044
4.9808,0.037321,0.039988,-37.601,-26.58,3.4821
4.9843,0.025684,0.049426,-37.6,-27.609,4.5345
4.9898,0.016439,0.055779,-37.593,-28.631,5.5518
4.983,0.0041488,0.058863,-37.566,-29.519,6.5396
4.9959,0.040718,0.0012893,-38.564,-22.581,0.40804
4.9958,0.035854,0.0068184,-38.633,-23.566,1.3476
4.9952,0.031536,0.014023,-38.622,-24.556,2.4472
4.9952,0.025856,0.020396,-38.616,-25.556,3.5141
4.9958,0.019558,0.025591,-38.618,-26.569,4.5464
4.9969,0.013513,0.028887,-38.626,-27.602,5.5518
4.9984,0.0081079,0.030349,-38.644,-28.648,6.538
4.9945,0.0021236,0.032202,-38.585,-29.537,7.5125
4.9997,0.012428,0.00030376,-39.486,-21.599,0.47063
4.9997,0.011396,0.001952,-39.532,-22.582,1.4471
4.9996,0.010506,0.0040199,-39.517,-23.565,2.5075
4.9996,0.0091564,0.0058208,-39.509,-24.552,3.5521
4.9996,0.007427,0.0073354,-39.508,-25.546,4.5679
4.9997,0.0056215,0.0084346,-39.51,-26.552,5.5604
4.9998,0.0039899,0.0089668,-39.518,-27.572,6.5396
4.9998,0.0023514,0.0090353,-39.536,-28.587,7.5125
4.9987,0.00047092,0.0089138,-39.494,-29.495,8.4827
4.1831,-0.0076458,0.052564,-30.575,-29.486,0.47048
4.5838,0.065486,0.042185,-31.562,-28.569,0.40828
4.5291,0.01753,0.16173,-31.562,-29.533,1.447
4.6451,0.037647,0.0541,-32.548,-27.554,0.41411
4.7111,0.055736,0.10928,-32.55,-28.639,1.348
4.6513,0.031973,0.15026,-32.549,-29.518,2.5074
4.7445,0.10882,0.028938,-33.536,-26.541,0.41657
4.7767,0.067181,0.075598,-33.539,-27.59,1.3322
4.8086,0.04017,0.12137,-33.54,-28.627,2.4466
4.7872,0.034132,0.18669,-33.537,-29.511,3.5517
4.8322,0.13766,0.016215,-34.525,-25.54,0.41681
4.8506,0.10391,0.054785,-34.533,-26.562,1.323
4.8408,0.058203,0.084045,-34.539,-27.604,2.4003
4.888,0.032286,0.13078,-34.536,-28.621,3.5112
4.8704,0.017796,0.15075,-34.529,-29.509,4.567
4.9153,0.12879,0.0077414,-35.52,-24.549,0.41672
4.9099,0.10539,0.038292,-35.534,-25.553,1.3199
4.9105,0.079378,0.061922,-35.547,-26.58,2.3727
4.918,0.048197,0.09325,-35.55,-27.612,3.4701
4.9403,0.030212,0.11078,-35.541,-28.62,4.5412
4.9207,0.012231,0.13279,-35.529,-29.509,5.5593
4.9592,0.10418,0.0047675,-36.526,-23.564,0.41631
4.9559,0.091115,0.023613,-36.547,-24.557,1.3225
4.9524,0.07422,0.042709,-36.567,-25.565,2.3722
4.9575,0.055255,0.061587,-36.577,-26.59,3.4507
4.9642,0.0372,0.075956,-36.573,-27.614,4.5181
4.9756,0.024419,0.085192,-36.559,-28.623,5.5464
4.9678,0.0057781,0.091658,-36.541,-29.511,6.5388
4.9852,0.073754,0.0025959,-37.544,-22.582,0.41375
4.9837,0.067468,0.013515,-37.58,-23.567,1.3312
4.9818,0.058072,0.025795,-37.595,-24.562,2.3992
4.9822,0.046965,0.03738,-37.603,-25.568,3.4694
4.9845,0.035093,0.047268,-37.605,-26.585,4.5179
4.9879,0.023794,0.053868,-37.602,-27.611,5.5389
4.9934,0.014837,0.057357,-37.594,-28.632,6.5349
4.9857,0.0036179,0.054481,-37.566,-29.519,7.5125
4.997,0.041985,0.0011469,-38.564,-21.599,0.408
4.9967,0.038258,0.0061309,-38.633,-22.582,1.3472
4.996,0.035069,0.012799,-38.622,-23.568,2.4457
4.9958,0.030213,0.01894,-38.616,-24.559,3.5105
4.9961,0.024359,0.024201,-38.615,-25.558,4.5409
4.9968,0.018199,0.027903,-38.618,-26.571,5.5463
4.9978,0.012494,0.029722,-38.627,-27.602,6.5348
4.999,0.0074776,0.029951,-38.644,-28.648,7.5126
4.9963,0.0018864,0.029559,-38.585,-29.537,8.4842
4.9998,0.012471,0.00026617,-39.486,-20.618,0.47063
4.9998,0.011779,0.0017192,-39.532,-21.6,1.447
4.9997,0.011234,0.0036101,-39.517,-22.582,2.5072
4.9996,0.010166,0.0053134,-39.509,-23.566,3.5515
4.9996,0.008646,0.0068301,-39.507,-24.552,4.5669
4.9997,0.006925,0.0079831,-39.507,-25.546,5.5592
4.9998,0.0051961,0.0086725,-39.51,-26.552,6.5388
4.9999,0.0036593,0.0088143,-39.518,-27.572,7.5125
4.9999,0.0021067,0.0084375,-39.536,-28.587,8.4841
4.9987,0.00045568,0.0084122,-39.494,-29.495,9.4545
4.1168,-0.049499,0.061879,-29.589,-29.482,0.47029
4.4647,-0.0083203,0.053145,-30.575,-28.566,0.40846
4.4323,-0.0073211,0.1877,-30.576,-29.533,1.4472
4.517,0.0098999,0.069475,-31.562,-27.554,0.41435
4.632,0.034431,0.14,-31.563,-28.638,1.3486
4.5591,0.026254,0.20774,-31.562,-29.518,2.5076
4.5983,0.11382,0.044344,-32.549,-26.541,0.41665
4.7015,0.060277,0.099308,-32.551,-27.59,1.3324
4.7538,0.036031,0.1548,-32.552,-28.627,2.4467
4.7121,0.039861,0.23806,-32.549,-29.511,3.5517
4.7221,0.17257,0.027019,-33.536,-25.54,0.41661
4.7813,0.12618,0.075208,-33.541,-26.562,1.3221
4.7607,0.059284,0.10521,-33.545,-27.604,2.3986
4.8483,0.029285,0.16971,-33.543,-28.621,3.51
4.8155,0.027184,0.18909,-33.538,-29.509,4.5667
4.8656,0.17344,0.014668,-34.525,-24.55,0.41627
4.8561,0.13725,0.057677,-34.535,-25.554,1.3168
4.8565,0.10063,0.076336,-34.544,-26.581,2.3661
4.8638,0.05378,0.12843,-34.546,-27.613,3.4642
4.9088,0.034676,0.14934,-34.539,-28.619,4.5387
4.8779,0.0181,0.17627,-34.53,-29.508,5.5588
4.9272,0.14316,0.007662,-35.52,-23.565,0.41633
4.9211,0.12629,0.033343,-35.535,-24.558,1.3163
4.9113,0.10091,0.059728,-35.551,-25.569,2.3545
4.9245,0.075179,0.086925,-35.56,-26.595,3.4317
4.9361,0.045673,0.10823,-35.556,-27.616,4.5081
4.9571,0.031752,0.11992,-35.543,-28.62,5.5432
4.9481,0.0097839,0.13178,-35.529,-29.509,6.5384
4.9685,0.11082,0.0041916,-36.526,-22.582,0.41612
4.9635,0.10182,0.021324,-36.548,-23.569,1.3208
4.9585,0.087423,0.039749,-36.568,-24.566,2.3647
4.9596,0.070187,0.057705,-36.582,-25.577,3.431
4.9661,0.051567,0.072605,-36.584,-26.597,4.4938
4.9714,0.034542,0.08259,-36.575,-27.616,5.5287
4.9842,0.021214,0.087476,-36.56,-28.623,6.5325
4.9725,0.0060037,0.091682,-36.541,-29.511,7.5126
4.9892,0.075978,0.0022925,-37.544,-21.6,0.41367
4.9874,0.071895,0.012114,-37.58,-22.583,1.3306
4.985,0.064847,0.023393,-37.596,-23.572,2.3965
4.9842,0.055055,0.034698,-37.604,-24.567,3.4627
4.9857,0.044024,0.044723,-37.608,-25.573,4.5073
4.988,0.032685,0.051468,-37.607,-26.588,5.5285
4.9916,0.02196,0.055277,-37.603,-27.612,6.5291
4.9963,0.013539,0.056183,-37.594,-28.632,7.5127
4.9916,0.0032875,0.05637,-37.566,-29.519,8.4855
4.998,0.041969,0.00099332,-38.564,-20.618,0.40797
4.9976,0.039475,0.0054324,-38.633,-21.6,1.347
4.9969,0.037445,0.011474,-38.622,-22.584,2.445
4.9965,0.033603,0.017282,-38.616,-23.57,3.5088
4.9966,0.028449,0.022454,-38.615,-24.561,4.5379
4.997,0.022697,0.026407,-38.615,-25.56,5.5428
4.9977,0.016807,0.028718,-38.618,-26.572,6.5324
4.9987,0.011484,0.029211,-38.627,-27.602,7.5126
4.9999,0.0067386,0.028094,-38.644,-28.648,8.4871
4.997,0.001696,0.0265,-38.585,-29.537,9.4588
4.9999,0.012212,0.00022932,-39.486,-19.636,0.47062
4.9998,0.011837,0.0014918,-39.532,-20.618,1.447
4.9998,0.0116,0.0031851,-39.517,-21.6,2.5071
4.9997,0.010867,0.0047761,-39.509,-22.582,3.5513
4.9997,0.0096149,0.0062513,-39.507,-23.566,4.5664
4.9997,0.0080786,0.0074478,-39.507,-24.553,5.5587
4.9998,0.0064148,0.0082325,-39.507,-25.546,6.5383
4.9999,0.004788,0.008548,-39.51,-26.552,7.5125
5,0.0033371,0.0083081,-39.518,-27.572,8.4855
4.9999,0.0019324,0.0076753,-39.536,-28.586,9.4587
4.9988,0.0003983,0.0069645,-39.494,-29.494,10.431
4.2022,-0.16639,0.07277,-28.604,-29.47,0.47003
4.3512,-0.16806,0.063653,-29.589,-28.56,0.4085
4.3826,-0.056831,0.22945,-29.59,-29.531,1.4478
4.2997,-0.043158,0.078293,-30.575,-27.552,0.41481
4.5315,-0.029902,0.1783,-30.577,-28.637,1.3499
4.4709,0.0047566,0.31155,-30.576,-29.518,2.5082
4.3814,0.13417,0.056387,-31.562,-26.54,0.41701
4.6061,0.044243,0.13349,-31.564,-27.589,1.3336
4.6957,0.013223,0.20278,-31.565,-28.627,2.4479
4.6295,0.035831,0.3119,-31.563,-29.511,3.552
4.552,0.2175,0.040313,-32.549,-25.54,0.4167
4.6907,0.1484,0.10235,-32.553,-26.561,1.3224
4.6589,0.053422,0.13748,-32.556,-27.604,2.3992
4.8084,0.021066,0.21668,-32.554,-28.621,3.5104
4.7522,0.030722,0.2405,-32.55,-29.509,4.5668
4.7929,0.23201,0.028656,-33.536,-24.549,0.41602
4.7857,0.17424,0.085015,-33.542,-25.554,1.3155
4.7837,0.12052,0.092182,-33.549,-26.581,2.3638
4.7866,0.053348,0.17148,-33.55,-27.613,3.4623
4.8797,0.036847,0.19566,-33.544,-28.619,4.538
4.8233,0.022949,0.22302,-33.538,-29.508,5.5587
4.8807,0.18853,0.013458,-34.526,-23.565,0.41581
4.8766,0.1691,0.044674,-34.536,-24.558,1.3127
4.8536,0.12986,0.076973,-34.548,-25.57,2.3459
4.8752,0.096561,0.11607,-34.554,-26.597,3.4225
4.8995,0.044081,0.1484,-34.551,-27.617,4.503
4.938,0.040571,0.16286,-34.54,-28.62,5.5417
4.9218,0.017463,0.17859,-34.53,-29.508,6.5382
4.9459,0.15424,0.006856,-35.52,-22.582,0.41608
4.9355,0.14081,0.031242,-35.536,-23.569,1.3142
4.9245,0.12137,0.053817,-35.554,-24.569,2.3448
4.9272,0.096464,0.082987,-35.567,-25.582,3.4056
4.9397,0.06888,0.10337,-35.568,-26.604,4.4774
4.9474,0.043892,0.11641,-35.559,-27.619,5.5223
4.9716,0.027489,0.12217,-35.543,-28.62,6.5312
4.9563,0.010398,0.13198,-35.529,-29.509,7.5126
4.9772,0.11333,0.0035123,-36.526,-21.6,0.416
4.9721,0.10865,0.018927,-36.548,-22.584,1.3198
4.9652,0.097937,0.035713,-36.569,-23.575,2.3607
4.9648,0.08253,0.05337,-36.585,-24.574,3.4203
4.9678,0.065551,0.068611,-36.592,-25.584,4.4766
4.9738,0.048258,0.078868,-36.589,-26.601,5.5132
4.9806,0.031626,0.084603,-36.577,-27.617,6.5245
4.9909,0.020097,0.084856,-36.56,-28.623,7.5129
4.9851,0.0044912,0.082065,-36.541,-29.511,8.4863
4.9928,0.075669,0.0019716,-37.544,-20.618,0.41362
4.991,0.073989,0.010639,-37.58,-21.6,1.3302
4.9883,0.069111,0.020964,-37.596,-22.586,2.3951
4.987,0.061478,0.031537,-37.605,-23.575,3.4591
4.9874,0.05169,0.041406,-37.609,-24.571,4.5012
4.989,0.040892,0.048677,-37.61,-25.575,5.5215
4.9917,0.030142,0.053011,-37.608,-26.589,6.5242
4.9948,0.02018,0.054213,-37.603,-27.612,7.5129
4.9991,0.012066,0.052547,-37.594,-28.632,8.4905
4.9937,0.0030056,0.046532,-37.566,-29.519,9.4625
4.9988,0.040948,0.00085948,-38.564,-19.636,0.40796
4.9985,0.039512,0.00472,-38.633,-20.618,1.3469
4.9978,0.038634,0.010124,-38.622,-21.601,2.4446
4.9973,0.035912,0.015504,-38.616,-22.585,3.5079
4.9972,0.031668,0.020502,-38.615,-23.571,4.5364
4.9974,0.026474,0.02455,-38.615,-24.562,5.5409
4.9979,0.02095,0.027183,-38.615,-25.56,6.5308
4.9986,0.015447,0.028215,-38.618,-26.572,7.5127
4.9995,0.010491,0.027457,-38.627,-27.602,8.4905
5.0004,0.006154,0.025311,-38.644,-28.648,9.4658
4.9983,0.0014859,0.022112,-38.583,-29.537,10.441
5,0.011689,0.00019506,-39.486,-18.654,0.47062
4.9999,0.011601,0.0012754,-39.532,-19.636,1.447
4.9999,0.011648,0.0027668,-39.517,-20.618,2.5071
4.9998,0.011242,0.004223,-39.509,-21.6,3.5512
4.9998,0.010283,0.0056209,-39.507,-22.582,4.5662
4.9998,0.0089617,0.0068013,-39.507,-23.566,5.5584
4.9998,0.0074669,0.0076693,-39.507,-24.553,6.5381
4.9999,0.0058882,0.0080834,-39.507,-25.546,7.5126
4.9999,0.004383,0.0080515,-39.51,-26.552,8.4863
5,0.003037,0.0074535,-39.518,-27.571,9.4624
4.9999,0.0017523,0.0065089,-39.536,-28.585,10.441
4.9989,0.00040832,0.0060325,-39.493,-29.493,11.414
4.4889,-0.2143,0.092841,-27.622,-29.435,0.47071
4.1637,-0.50253,0.080672,-28.605,-28.543,0.40901
4.4557,-0.1455,0.29237,-28.606,-29.527,1.4492
4.0445,-0.072237,0.083794,-29.587,-27.548,0.41536
4.4486,-0.17081,0.2298,-29.592,-28.634,1.3528
4.4236,-0.045592,0.42845,-29.592,-29.518,2.5099
4.0841,0.17251,0.059085,-30.574,-26.539,0.41769
4.4442,0.0059374,0.17839,-30.578,-27.587,1.3365
4.6166,-0.045953,0.27256,-30.58,-28.626,2.451
4.5507,0.022885,0.4195,-30.577,-29.511,3.5529
4.3108,0.28135,0.051336,-31.562,-25.539,0.41714
4.5646,0.17299,0.13645,-31.565,-26.56,1.3244
4.5346,0.043239,0.19446,-31.569,-27.603,2.4021
4.7633,-0.00068832,0.28006,-31.567,-28.621,3.5122
4.6876,0.027132,0.33536,-31.563,-29.509,4.5672
4.6825,0.3108,0.043488,-32.549,-24.549,0.41608
4.6934,0.21942,0.11802,-32.554,-25.553,1.3159
4.6845,0.13779,0.11264,-32.559,-26.581,2.3647
4.6813,0.047722,0.22599,-32.56,-27.612,3.4633
4.8556,0.033733,0.25224,-32.555,-28.619,4.5386
4.7619,0.023272,0.28544,-32.55,-29.508,5.5589
4.8142,0.24634,0.023788,-33.536,-23.565,0.41549
4.8235,0.22326,0.059244,-33.543,-24.558,1.3111
4.7776,0.16206,0.093124,-33.552,-25.57,2.3428
4.7985,0.11741,0.15151,-33.558,-26.597,3.4193
4.854,0.027644,0.19887,-33.554,-27.618,4.5015
4.9222,0.045694,0.2171,-33.545,-28.619,5.5414
4.8872,0.024913,0.23173,-33.538,-29.508,6.5382
4.914,0.20722,0.012386,-34.526,-22.582,0.41549
4.9005,0.18815,0.044846,-34.536,-23.57,1.3101
4.8782,0.16216,0.065554,-34.55,-24.57,2.3348
4.8829,0.12656,0.11294,-34.561,-25.585,3.3925
4.8986,0.086222,0.14182,-34.562,-26.607,4.4688
4.9177,0.046242,0.15703,-34.553,-27.62,5.519
4.9598,0.03404,0.16384,-34.54,-28.62,6.5307
4.9351,0.016297,0.17111,-34.53,-29.508,7.5127
4.9617,0.1553,0.0057807,-35.52,-21.6,0.41591
4.9518,0.15072,0.027148,-35.536,-22.584,1.3129
4.9356,0.13558,0.049645,-35.555,-23.576,2.3395
4.938,0.11438,0.075672,-35.571,-24.579,3.3907
4.9417,0.089473,0.096224,-35.578,-25.592,4.4535
4.9554,0.063725,0.1127,-35.573,-26.609,5.5025
4.9654,0.039611,0.11956,-35.56,-27.62,6.5216
4.9844,0.028062,0.11783,-35.543,-28.62,7.5131
4.9785,0.0076383,0.11672,-35.529,-29.509,8.4869
4.9849,0.11237,0.0030964,-36.526,-20.618,0.41593
4.9803,0.11113,0.016404,-36.548,-21.601,1.3193
4.9734,0.10428,0.031843,-36.57,-22.587,2.3585
4.971,0.09258,0.04828,-36.587,-23.58,3.4144
4.9717,0.077291,0.063603,-36.597,-24.581,4.4661
4.9754,0.060308,0.074413,-36.598,-25.589,5.5016
4.9821,0.044558,0.081014,-36.591,-26.603,6.5172
4.9874,0.029515,0.082364,-36.577,-27.617,7.5134
4.9971,0.017457,0.079232,-36.56,-28.623,8.4931
4.989,0.0042909,0.077551,-36.541,-29.511,9.4647
4.9958,0.073505,0.0016739,-37.544,-19.636,0.4136
4.9942,0.073809,0.0091806,-37.58,-20.618,1.33
4.9917,0.071195,0.01839,-37.596,-21.602,2.3943
4.99,0.065637,0.028246,-37.605,-22.588,3.4572
4.9898,0.057637,0.037702,-37.611,-23.578,4.4977
4.9904,0.047721,0.045164,-37.612,-24.574,5.5171
4.9925,0.037832,0.049878,-37.612,-25.577,6.5209
4.9949,0.027577,0.05183,-37.608,-26.589,7.5132
4.9977,0.018431,0.050768,-37.603,-27.612,8.4967
5.0011,0.01112,0.047231,-37.593,-28.631,9.4736
4.9976,0.002611,0.044435,-37.565,-29.52,10.45
4.9995,0.039204,0.00072768,-38.564,-18.654,0.40795
4.9992,0.038597,0.0040663,-38.633,-19.636,1.3469
4.9986,0.03871,0.0087926,-38.622,-20.618,2.4444
4.9981,0.037084,0.013689,-38.616,-21.601,3.5074
4.9979,0.033872,0.018419,-38.615,-22.585,4.5355
4.9979,0.029487,0.022428,-38.615,-23.572,5.5397
4.9982,0.024484,0.025328,-38.615,-24.562,6.5299
4.9988,0.019224,0.026734,-38.615,-25.561,7.5128
4.9993,0.014191,0.026541,-38.618,-26.572,8.4931
5.0001,0.0095713,0.024658,-38.626,-27.602,9.4735
5.0008,0.0055394,0.021521,-38.643,-28.647,10.455
4.9988,0.0013311,0.017381,-38.58,-29.537,11.44
5,0.011052,0.00016412,-39.486,-17.672,0.47062
5,0.011123,0.001076,-39.532,-18.654,1.447
4.9999,0.011415,0.0023688,-39.517,-19.636,2.5071
4.9999,0.011303,0.0036752,-39.509,-20.618,3.5511
4.9999,0.010648,0.0049754,-39.507,-21.6,4.5661
4.9998,0.0096188,0.0061375,-39.507,-22.582,5.5582
4.9999,0.0083182,0.0070339,-39.507,-23.566,6.5379
4.9999,0.0068825,0.0075661,-39.507,-24.553,7.5126
4.9999,0.0054228,0.007651,-39.507,-25.546,8.4868
5,0.0040009,0.0072293,-39.51,-26.552,9.4647
5,0.0027586,0.0063275,-39.518,-27.57,10.45
5,0.001658,0.005345,-39.537,-28.582,11.439
4.9989,0.00037765,0.0040474,-39.489,-29.489,12.4
4.8991,-1.0073,0.11443,-26.65,-29.34,0.47709
4.3511,-0.84965,0.10835,-27.632,-28.507,0.41788
4.7247,-0.25189,0.34388,-27.627,-29.517,1.4538
3.3417,-0.40864,0.074571,-28.601,-27.541,0.41645
