"U:0","U:1","U:2","Points:0","Points:1","Points:2"
4.9555,0.056455,0.063384,-36.577,-26.59,3.4507
4.9632,0.037282,0.078582,-36.573,-27.614,4.5181
4.9737,0.022661,0.088044,-36.559,-28.623,5.5464
4.9679,0.005539,0.096043,-36.541,-29.511,6.5388
4.9848,0.076212,0.0027452,-37.544,-22.582,0.41375
4.9829,0.069414,0.014086,-37.58,-23.567,1.3312
4.9813,0.059802,0.026753,-37.595,-24.562,2.3992
4.9817,0.048286,0.038877,-37.603,-25.568,3.4694
4.9841,0.035945,0.048941,-37.605,-26.585,4.5179
4.9877,0.024279,0.055695,-37.602,-27.611,5.5389
4.9926,0.014578,0.059197,-37.594,-28.632,6.5349
4.9876,0.0035348,0.058793,-37.566,-29.519,7.5125
4.9968,0.043301,0.0011866,-38.564,-21.599,0.408
4.9965,0.039395,0.00633,-38.633,-22.582,1.3472
4.9959,0.036051,0.013312,-38.622,-23.568,2.4457
4.9957,0.031026,0.019663,-38.616,-24.559,3.5105
4.996,0.024995,0.025042,-38.615,-25.558,4.5409
4.9967,0.018665,0.028848,-38.618,-26.571,5.5463
4.9978,0.012764,0.030725,-38.627,-27.602,6.5348
4.9989,0.0072845,0.030799,-38.644,-28.648,7.5126
4.9963,0.0018161,0.031288,-38.585,-29.537,8.4842
4.9998,0.012834,0.00027631,-39.486,-20.618,0.47063
4.9998,0.012092,0.0017749,-39.532,-21.6,1.447
4.9997,0.011498,0.0037254,-39.517,-22.582,2.5072
4.9996,0.010388,0.005484,-39.509,-23.566,3.5515
4.9996,0.0088275,0.007037,-39.507,-24.552,4.5669
4.9997,0.0070677,0.0082252,-39.507,-25.546,5.5592
4.9998,0.0052947,0.0089295,-39.51,-26.552,6.5388
4.9999,0.0036989,0.0090715,-39.518,-27.572,7.5125
4.9999,0.0021298,0.0087037,-39.536,-28.587,8.4841
4.9988,0.00044894,0.0084993,-39.494,-29.495,9.4545
4.2563,-0.034754,0.057408,-29.589,-29.482,0.47029
4.3669,-0.033489,0.044212,-30.575,-28.566,0.40846
4.4233,-0.0092236,0.22201,-30.576,-29.533,1.4472
4.4576,0.079059,0.032901,-31.562,-27.554,0.41435
4.5471,0.016656,0.13948,-31.563,-28.638,1.3486
4.5635,0.0044801,0.24733,-31.562,-29.518,2.5076
4.6121,0.16232,0.022765,-32.549,-26.541,0.41665
4.6344,0.085956,0.10491,-32.551,-27.59,1.3324
4.6923,0.036485,0.17784,-32.552,-28.627,2.4467
4.7116,0.0093076,0.25415,-32.549,-29.511,3.5517
4.7511,0.18593,0.015826,-33.536,-25.54,0.41661
4.7486,0.13261,0.074998,-33.541,-26.562,1.3221
4.7695,0.077904,0.13057,-33.545,-27.604,2.3986
4.8145,0.040971,0.17928,-33.543,-28.621,3.51
4.8225,0.010257,0.22347,-33.538,-29.509,4.5667
4.8569,0.17576,0.010763,-34.525,-24.55,0.41627
4.8454,0.14217,0.052065,-34.535,-25.554,1.3168
4.8485,0.10278,0.092113,-34.544,-26.581,2.3661
4.8687,0.063842,0.12987,-34.546,-27.613,3.4642
4.8989,0.03622,0.15598,-34.539,-28.619,4.5387
4.8985,0.0090403,0.17983,-34.53,-29.508,5.5588
4.9262,0.14848,0.0070676,-35.52,-23.565,0.41633
4.916,0.12973,0.034927,-35.535,-24.558,1.3163
4.9126,0.10419,0.062719,-35.551,-25.569,2.3545
4.9195,0.07591,0.090275,-35.56,-26.595,3.4317
4.9338,0.048677,0.11147,-35.556,-27.616,4.5081
4.9519,0.028538,0.1238,-35.543,-28.62,5.5432
4.9495,0.0070821,0.13658,-35.529,-29.509,6.5384
4.9672,0.11436,0.0044046,-36.526,-22.582,0.41612
4.9614,0.10503,0.022169,-36.548,-23.569,1.3208
4.9575,0.090103,0.040774,-36.568,-24.566,2.3647
4.9586,0.071926,0.05949,-36.582,-25.577,3.431
4.964,0.052754,0.075055,-36.584,-26.597,4.4938
4.972,0.034726,0.085315,-36.575,-27.616,5.5287
4.9818,0.020624,0.090023,-36.56,-28.623,6.5325
4.9774,0.0051058,0.095514,-36.541,-29.511,7.5126
4.9888,0.078472,0.0024184,-37.544,-21.6,0.41367
4.9867,0.0742,0.012615,-37.58,-22.583,1.3306
4.9844,0.066739,0.024383,-37.596,-23.572,2.3965
4.9838,0.056757,0.036034,-37.604,-24.567,3.4627
4.9852,0.045249,0.04614,-37.608,-25.573,4.5073
4.9878,0.033414,0.053357,-37.607,-26.588,5.5285
4.9914,0.0224,0.057182,-37.603,-27.612,6.5291
4.9957,0.013259,0.057859,-37.594,-28.632,7.5127
4.9918,0.0030955,0.054173,-37.566,-29.519,8.4855
4.9978,0.043394,0.0010392,-38.564,-20.618,0.40797
4.9975,0.040703,0.0056049,-38.633,-21.6,1.347
4.9968,0.03856,0.01196,-38.622,-22.584,2.445
4.9964,0.034565,0.017967,-38.616,-23.57,3.5088
4.9965,0.029242,0.023289,-38.615,-24.561,4.5379
4.9969,0.023285,0.027322,-38.615,-25.56,5.5428
4.9977,0.017254,0.029679,-38.618,-26.572,6.5324
4.9987,0.011705,0.030153,-38.627,-27.602,7.5126
4.9997,0.0066227,0.028963,-38.644,-28.648,8.4871
4.9974,0.0015801,0.026575,-38.585,-29.537,9.4588
4.9999,0.012583,0.00023872,-39.486,-19.636,0.47062
4.9998,0.012172,0.0015417,-39.532,-20.618,1.447
4.9998,0.011903,0.0032924,-39.517,-21.6,2.5071
4.9997,0.011124,0.0049347,-39.509,-22.582,3.5513
4.9997,0.0098296,0.0064461,-39.507,-23.566,4.5664
4.9997,0.0082447,0.0076675,-39.507,-24.553,5.5587
4.9998,0.0065471,0.0084772,-39.507,-25.546,6.5383
4.9999,0.0048758,0.0087916,-39.51,-26.552,7.5125
4.9999,0.0033868,0.0085601,-39.518,-27.572,8.4855
4.9999,0.001943,0.0078492,-39.536,-28.586,9.4587
4.9988,0.00040054,0.0070682,-39.494,-29.494,10.431
4.2872,-0.12868,0.072624,-28.604,-29.47,0.47003
4.2327,-0.15837,0.059361,-29.589,-28.56,0.4085
4.3738,-0.043539,0.2731,-29.59,-29.531,1.4478
4.2262,0.023981,0.046253,-30.575,-27.552,0.41481
4.4098,-0.037821,0.18381,-30.577,-28.637,1.3499
4.4803,-0.0061422,0.31476,-30.576,-29.518,2.5082
